Protein FDR Confidence;Accession;Gene symbol;Protein evidence;Protein name;Exp. q-value;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;# AAs;MW [kDa];calc. pI;Score Sequest HT;# Peptides Sequest HT;Score Mascot;# Peptides Mascot;Norm Intensity;iBAQ;Log2 iBAQ
High;NX_Q14914-1;PTGR1;1;Prostaglandin reductase 1 isoform Iso 1;0;302;59.27;18;153;18;1;329;35.8;8.29;478.93;18;1507;18;703177472.3;50226962.3;25.58
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15654-1;TRIP6;1;Thyroid receptor-interacting protein 6 isoform Iso 1;0;301;72.9;20;78;20;1;476;50.3;7.37;193.85;17;799;18;161153822.9;7673991.569;22.87
;;;;;;;;;;;;;;;;;;;;;
High;NX_P38919-1;EIF4A3;1;Eukaryotic initiation factor 4A-III isoform Iso 1;0;301;69.83;29;162;25;1;411;46.8;6.73;435.18;28;2178;28;1023379614;46517255.2;25.47
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16401-1;PSMD5;1;26S proteasome non-ATPase regulatory subunit 5 isoform Iso 1;0;301;63.1;24;136;24;1;504;56.2;5.48;327.93;23;1988;24;414193223.8;15340489.77;23.87
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IWE2-1;FAM114A1;1;Protein NOXP20 isoform Iso 1;0;301;49.02;20;110;20;1;563;60.7;4.68;350.51;19;1550;20;226226533.6;10772692.07;23.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_P42166-1;TMPO;1;Lamina-associated polypeptide 2, isoform alpha isoform Alpha;0;300;54.32;24;95;14;1;694;75.4;7.66;230.81;21;1149;23;220155378.1;6475158.179;22.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_P55196-5;AFDN;1;Afadin isoform Iso 5;0;300;25.35;32;76;32;1;1834;207.7;6.39;191.48;29;756;32;109793688.5;1233636.95;20.23
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96P70-1;IPO9;1;Importin-9 isoform Iso 1;0;300;33.05;25;102;25;1;1041;115.9;4.81;241.62;24;1307;25;269156166.4;6564784.547;22.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_P25205-1;MCM3;1;DNA replication licensing factor MCM3 isoform Iso 1;0;300;41.34;31;122;31;1;808;90.9;5.77;312.31;30;1525;30;240845753.7;4631649.109;22.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92621-1;NUP205;1;Nuclear pore complex protein Nup205 isoform Iso 1;0;299;25.8;40;87;40;1;2012;227.8;6.19;260.78;39;889;38;137537033.4;1528189.26;20.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51610-1;HCFC1;1;Host cell factor 1 isoform Iso 1;0;299;26.14;33;85;1;1;2035;208.6;7.46;184.71;28;693;32;151557957.2;2444483.181;21.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00161-1;SNAP23;1;Synaptosomal-associated protein 23 isoform SNAP-23a;0;299;84.36;18;137;18;1;211;23.3;5.01;375.06;18;1433;18;319358963.8;26613246.98;24.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_O94851-4;MICAL2;1;[F-actin]-methionine sulfoxide oxidase MICAL2 isoform Iso 4;0;299;37.91;29;84;27;1;976;111.6;8.13;202.04;29;894;29;148925677.1;2809918.436;21.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_P80303-1;NUCB2;1;Nucleobindin-2 isoform Iso 1;0;299;50.71;20;102;19;1;420;50.2;5.12;316.21;20;1076;20;238810333.4;11371920.64;23.44
;;;;;;;;;;;;;;;;;;;;;
High;NX_P30086-1;PEBP1;1;Phosphatidylethanolamine-binding protein 1 isoform Iso 1;0;298;85.56;16;191;16;1;187;21;7.53;563.04;14;3398;16;933880428.1;93388042.81;26.48
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49321-1;NASP;1;Nuclear autoantigenic sperm protein isoform Iso 1;0;298;49.87;23;123;23;1;788;85.2;4.3;307.99;20;1281;23;309511788.3;7549068.008;22.85
;;;;;;;;;;;;;;;;;;;;;
High;NX_O94906-1;PRPF6;1;Pre-mRNA-processing factor 6 isoform Iso 1;0;298;41.13;33;99;33;1;941;106.9;8.25;269.17;33;988;31;208598297.9;3724969.606;21.83
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q12805-1;EFEMP1;1;EGF-containing fibulin-like extracellular matrix protein 1 isoform Iso 1;0;298;49.9;20;146;20;1;493;54.6;5.07;423.96;20;1345;20;308442583.5;13410547.11;23.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14818-1;PSMA7;1;Proteasome subunit alpha type-7 isoform Iso 1;0;298;59.27;17;176;17;1;248;27.9;8.46;526.04;16;2199;17;777430696.1;55530764.01;25.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BXP5-1;SRRT;1;Serrate RNA effector molecule homolog isoform Iso 1;0;298;36.64;33;143;32;1;876;100.6;5.96;354.44;32;1008;31;302855509.5;7210845.464;22.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6WCQ1-2;MPRIP;1;Myosin phosphatase Rho-interacting protein isoform Iso 2;0;298;37.86;30;74;29;1;1038;118;6.39;182.95;30;587;30;128153795;2209548.19;21.08
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UN86-2;G3BP2;1;Ras GTPase-activating protein-binding protein 2 isoform B;0;297;58.8;19;105;1;1;449;50.8;5.38;291.9;18;981;18;349715965.4;16653141.21;23.99
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75955-1;FLOT1;1;Flotillin-1 isoform Iso 1;0;297;70.96;22;75;22;1;427;47.3;7.49;234.17;22;1037;22;122857176.3;4387756.296;22.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_P55795-1;HNRNPH2;1;Heterogeneous nuclear ribonucleoprotein H2 isoform Iso 1;0;297;42.76;16;243;9;1;449;49.2;6.3;924.23;13;3916;16;1374663555;76370197.52;26.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NE71-1;ABCF1;1;ATP-binding cassette sub-family F member 1 isoform Iso 1;0;297;40;29;94;29;1;845;95.9;6.8;254.31;28;1228;28;228379080.8;6172407.59;22.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NYL9-1;TMOD3;1;Tropomodulin-3 isoform Iso 1;0;296;62.78;20;152;20;1;352;39.6;5.19;408.98;20;1283;20;457930820.9;24101622.15;24.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43290-1;SART1;1;U4/U6.U5 tri-snRNP-associated protein 1 isoform Iso 1;0;296;42.75;29;73;29;1;800;90.2;6.13;195.67;29;695;26;117301400;3007728.206;21.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_P25786-2;PSMA1;1;Proteasome subunit alpha type-1 isoform Long;0;296;69.52;20;139;20;1;269;30.2;6.99;407.09;20;1862;19;627510935.3;34861718.63;25.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_P29692-4;EEF1D;1;Elongation factor 1-delta isoform Iso 4;0;295;80.15;21;174;1;1;262;29.1;5.03;354.53;18;2519;20;817268971;58376355.07;25.8
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51114-1;FXR1;1;Fragile X mental retardation syndrome-related protein 1 isoform Iso 1;0;295;44.77;26;116;24;1;621;69.7;6.15;344.05;23;1745;26;390772451.3;13474912.12;23.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_P10768-1;ESD;1;S-formylglutathione hydrolase isoform Iso 1;0;295;80.14;17;146;17;1;282;31.4;7.02;455.51;16;2057;17;295099773;21078555.22;24.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_P62714-1;PPP2CB;1;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform isoform Iso 1;0;295;61.17;15;139;2;1;309;35.6;5.43;435.03;15;1511;15;552253012.4;34515813.27;25.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_P52907-1;CAPZA1;1;F-actin-capping protein subunit alpha-1 isoform Iso 1;0;295;73.78;16;208;13;1;286;32.9;5.69;649.43;13;2291;16;821774263.4;63213404.87;25.91
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16851-1;UGP2;1;UTP--glucose-1-phosphate uridylyltransferase isoform Iso 1;0;295;60.24;29;153;2;1;508;56.9;8.15;395.83;28;2124;29;413677204.4;14774185.87;23.82
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14684-1;RRP1B;1;Ribosomal RNA processing protein 1 homolog B isoform Iso 1;0;295;42.88;26;72;26;1;758;84.4;9.76;204.52;25;523;26;72338232.82;2260569.775;21.11
;;;;;;;;;;;;;;;;;;;;;
High;NX_P05067-1;APP;1;Amyloid beta A4 protein isoform APP770;0;295;34.81;26;105;24;1;770;86.9;4.82;263.13;25;951;26;222084661.4;6345276.041;22.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49756-1;RBM25;1;RNA-binding protein 25 isoform Iso 1;0;295;27.16;20;96;20;1;843;100.1;6.32;285.09;20;956;20;250711312.5;8087461.694;22.95
;;;;;;;;;;;;;;;;;;;;;
High;NX_P09211-1;GSTP1;1;Glutathione S-transferase P isoform Iso 1;0;295;52.38;11;649;11;1;210;23.3;5.64;2106.16;10;7536;11;2729198619;272919861.9;28.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_P31323-1;PRKAR2B;1;cAMP-dependent protein kinase type II-beta regulatory subunit isoform Iso 1;0;294;50.72;18;111;15;1;418;46.3;4.92;377.17;18;1712;18;265319802.8;12634276.32;23.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14160-1;SCRIB;1;Protein scribble homolog isoform Iso 1;0;294;36.44;31;72;29;1;1630;174.8;5.07;179.2;26;700;31;102139840.9;1399175.903;20.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q70UQ0-4;IKBIP;1;Inhibitor of nuclear factor kappa-B kinase-interacting protein isoform Iso 4;0;294;50.66;20;121;16;1;377;43.1;4.92;367.61;20;2364;20;461694105.1;19237254.38;24.2
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q68EM7-1;ARHGAP17;1;Rho GTPase-activating protein 17 isoform Iso 1;0;294;45.4;27;95;27;1;881;95.4;7.62;229.2;21;1035;27;157273951.4;5616926.836;22.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9HAV4-1;XPO5;1;Exportin-5 isoform Iso 1;0;294;32.56;31;85;31;1;1204;136.2;5.8;190.68;30;678;29;131952355.5;2275040.613;21.12
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q12907-1;LMAN2;1;Vesicular integral-membrane protein VIP36 isoform Iso 1;0;294;61.52;20;111;20;1;356;40.2;6.95;330.63;19;1294;20;435078030.6;25592825.33;24.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TDW0-1;LRRC8C;1;Volume-regulated anion channel subunit LRRC8C isoform Iso 1;0;293;43.71;27;82;25;1;803;92.4;7.62;222.07;27;901;27;126750391.9;2880690.725;21.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_P14543-1;NID1;1;Nidogen-1 isoform Iso 1;0;293;27.99;27;90;26;1;1247;136.3;5.29;253.22;26;1011;27;169827216;3613345.02;21.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_P52597-1;HNRNPF;1;Heterogeneous nuclear ribonucleoprotein F isoform Iso 1;0;293;73.01;21;315;19;1;415;45.6;5.58;820.21;16;4085;21;977692163.5;61105760.22;25.86
;;;;;;;;;;;;;;;;;;;;;
High;NX_P26583-1;HMGB2;1;High mobility group protein B2 isoform Iso 1;0;293;57.89;19;130;15;1;209;24;7.81;383.4;18;2377;19;636779455.3;79597431.91;26.25
;;;;;;;;;;;;;;;;;;;;;
High;NX_P05387-1;RPLP2;1;60S acidic ribosomal protein P2 isoform Iso 1;0;293;97.39;12;245;11;1;115;11.7;4.54;558.61;9;4619;12;1904200868;380840173.6;28.5
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7L2E3-1;DHX30;1;Putative ATP-dependent RNA helicase DHX30 isoform Iso 1;0;292;42.71;36;87;1;1;1194;133.9;8.78;183.39;34;523;34;158669783.9;2234785.689;21.09
;;;;;;;;;;;;;;;;;;;;;
High;NX_P27635-1;RPL10;1;60S ribosomal protein L10 isoform Iso 1;0;292;59.35;19;211;19;1;214;24.6;10.08;662.54;18;3221;19;1610070205;201258775.6;27.58
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75131-1;CPNE3;1;Copine-3 isoform Iso 1;0;292;52.51;25;112;24;1;537;60.1;5.85;319.58;25;1462;25;327656376.1;12602168.31;23.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6Y7W6-1;GIGYF2;1;GRB10-interacting GYF protein 2 isoform Iso 1;0;292;26.79;21;91;21;1;1299;150;5.54;241.54;18;751;21;147999345.4;3217377.074;21.62
;;;;;;;;;;;;;;;;;;;;;
High;NX_P78357-1;CNTNAP1;1;Contactin-associated protein 1 isoform Iso 1;0;292;28.03;28;90;28;1;1384;156.2;7.05;247.45;26;1233;28;194619361.4;3298633.244;21.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35637-1;FUS;1;RNA-binding protein FUS isoform Long;0;292;28.14;15;217;12;1;526;53.4;9.36;655.41;12;2805;15;705546438.7;54272802.98;25.69
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BZE4-1;GTPBP4;1;Nucleolar GTP-binding protein 1 isoform Iso 1;0;292;50.16;31;109;31;1;634;73.9;9.5;277.42;29;1223;30;262443984.5;7952848.015;22.92
;;;;;;;;;;;;;;;;;;;;;
High;NX_P05141-1;SLC25A5;1;ADP/ATP translocase 2 isoform Iso 1;0;292;59.4;25;287;7;1;298;32.8;9.69;670.59;24;4027;25;1863989442;98104707.47;26.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_P62917-1;RPL8;1;60S ribosomal protein L8 isoform Iso 1;0;291;58.75;18;290;18;1;257;28;11.03;815.76;16;2022;18;940528865.5;85502624.14;26.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q01995-1;TAGLN;1;Transgelin isoform Iso 1;0;291;90.55;24;236;23;1;201;22.6;8.84;568.89;23;2299;24;1443546153;90221634.55;26.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16851-2;UGP2;1;UTP--glucose-1-phosphate uridylyltransferase isoform Iso 2;0;291;59.76;28;151;1;1;497;55.6;7.88;374.14;26;1935;28;408740515.2;15138537.6;23.85
;;;;;;;;;;;;;;;;;;;;;
High;NX_P18031-1;PTPN1;1;Tyrosine-protein phosphatase non-receptor type 1 isoform Iso 1;0;291;62.76;23;127;23;1;435;49.9;6.27;367.06;22;2014;22;386485067.3;13327071.29;23.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_O76003-1;GLRX3;1;Glutaredoxin-3 isoform Iso 1;0;291;58.21;21;179;21;1;335;37.4;5.39;363.07;19;2981;21;544844659;30269147.72;24.85
;;;;;;;;;;;;;;;;;;;;;
High;NX_P09493-2;TPM1;1;Tropomyosin alpha-1 chain isoform Iso 2;0;291;63.6;23;267;3;1;228;26.7;4.82;752.59;22;3813;23;2679125067;206086543.6;27.62
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00443-1;PIK3C2A;1;Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha isoform Iso 1;0;291;29.83;40;84;40;1;1686;190.6;8.02;181.97;38;683;38;110419214.3;1162307.519;20.15
;;;;;;;;;;;;;;;;;;;;;
High;NX_P63104-2;YWHAZ;1;14-3-3 protein zeta/delta isoform Iso 2;0;290;71.76;14;446;1;1;170;19.3;4.81;1263.44;14;6096;13;1991187408;221243045.4;27.72
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y6Y8-1;SEC23IP;1;SEC23-interacting protein isoform Iso 1;0;290;37.5;29;116;28;1;1000;111;5.54;303.74;26;1080;27;293312290.9;8147563.637;22.96
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TF05-2;PPP4R1;1;Serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform Iso 2;0;290;42.34;26;83;26;1;933;105.1;4.81;233.53;25;1145;26;124535825.5;3277258.566;21.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UBQ7-1;GRHPR;1;Glyoxylate reductase/hydroxypyruvate reductase isoform Iso 1;0;290;62.2;16;100;16;1;328;35.6;7.39;328.21;16;1484;16;301795441.7;18862215.1;24.17
;;;;;;;;;;;;;;;;;;;;;
High;NX_P61106-1;RAB14;1;Ras-related protein Rab-14 isoform Iso 1;0;290;77.67;19;113;17;1;215;23.9;6.21;360.72;17;1952;18;407795968.5;27186397.9;24.7
;;;;;;;;;;;;;;;;;;;;;
High;NX_P67775-1;PPP2CA;1;Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform isoform Iso 1;0;290;58.58;14;139;1;1;309;35.6;5.54;437.27;14;1497;14;544694919.2;34043432.45;25.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51610-4;HCFC1;1;Host cell factor 1 isoform Iso 4;0;290;24.68;33;79;1;1;2079;213.3;7.33;162.65;28;690;32;147589106.1;2306079.782;21.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9HD20-1;ATP13A1;1;Manganese-transporting ATPase 13A1 isoform A;0;290;35.05;28;65;28;1;1204;132.9;8.13;167.54;26;572;27;108788104.6;2052605.747;20.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6UB35-1;MTHFD1L;1;Monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform Iso 1;0;289;34.76;26;81;26;1;978;105.7;8.06;209.42;25;887;25;214242909.3;4463393.944;22.09
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49750-4;YLPM1;1;YLP motif-containing protein 1 isoform Iso 4;0;289;26.23;34;78;34;1;2146;241.5;6.55;168.89;32;327;32;104544572.9;1357721.726;20.37
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BS26-1;ERP44;1;Endoplasmic reticulum resident protein 44 isoform Iso 1;0;288;52.46;22;113;21;1;406;46.9;5.26;308.03;21;1184;22;533817287.6;29656515.98;24.82
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75390-1;CS;1;Citrate synthase, mitochondrial isoform Iso 1;0;288;53.22;21;187;21;1;466;51.7;8.32;324.89;18;1939;21;1176222590;61906452.08;25.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95479-1;H6PD;1;GDH/6PGL endoplasmic bifunctional protein isoform Iso 1;0;288;46.65;27;76;27;1;791;88.8;7.3;215.73;27;689;26;170876775.6;4271919.389;22.03
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IY81-1;FTSJ3;1;pre-rRNA processing protein FTSJ3 isoform Iso 1;0;288;40.14;23;91;23;1;847;96.5;8.4;294.32;23;1022;23;184747758.8;5433757.611;22.37
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43252-1;PAPSS1;1;Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 isoform Iso 1;0;288;55.29;26;112;25;1;624;70.8;6.86;299.49;26;1061;26;244840958.7;7651279.961;22.87
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75874-1;IDH1;1;Isocitrate dehydrogenase [NADP] cytoplasmic isoform Iso 1;0;287;51.21;22;163;20;1;414;46.6;7.01;468.28;21;2770;22;563293767.9;22531750.72;24.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_P24534-1;EEF1B2;1;Elongation factor 1-beta isoform Iso 1;0;287;69.78;13;235;11;1;225;24.7;4.67;385.47;9;2945;13;1111232892;92602740.99;26.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15366-4;PCBP2;1;Poly(rC)-binding protein 2 isoform Iso 4;0;287;80.36;17;245;1;1;331;34.9;8;624.57;14;3030;17;715272569.5;47684837.96;25.51
;;;;;;;;;;;;;;;;;;;;;
High;NX_P22570-7;FDXR;1;NADPH:adrenodoxin oxidoreductase, mitochondrial isoform Iso 7;0;287;60.92;25;105;25;1;522;57.3;9.2;284.15;25;813;25;266240997.9;8588419.287;23.03
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60826-1;CCDC22;1;Coiled-coil domain-containing protein 22 isoform Iso 1;0;287;51.36;23;74;23;1;627;70.7;6.74;224.36;23;758;23;106777036.4;2966028.79;21.5
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43396-1;TXNL1;1;Thioredoxin-like protein 1 isoform Iso 1;0;287;66.78;17;115;17;1;289;32.2;4.96;313.34;16;840;17;364624483.2;24308298.88;24.53
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WUF5-1;PPP1R13L;1;RelA-associated inhibitor isoform Iso 1;0;287;50.48;29;96;29;1;828;89;6.81;286.84;27;973;29;186282845.7;5034671.504;22.26
;;;;;;;;;;;;;;;;;;;;;
High;NX_P13807-1;GYS1;1;Glycogen [starch] synthase, muscle isoform Iso 1;0;287;42.06;19;73;19;1;737;83.7;6.18;258.92;19;777;17;151455068.7;4732970.896;22.17
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q12874-1;SF3A3;1;Splicing factor 3A subunit 3 isoform Iso 1;0;287;41.52;21;118;21;1;501;58.8;5.38;366.09;19;1592;21;346487518.4;15064674.71;23.84
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49755-1;TMED10;1;Transmembrane emp24 domain-containing protein 10 isoform Iso 1;0;287;43.38;13;130;13;1;219;25;7.44;430.26;13;2053;13;512990055.7;42749171.31;25.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_P23458-1;JAK1;1;Tyrosine-protein kinase JAK1 isoform Iso 1;0;286;39.08;36;76;34;1;1154;133.2;7.55;159.29;36;484;34;94493825.01;1499901.984;20.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14979-2;HNRNPDL;1;Heterogeneous nuclear ribonucleoprotein D-like isoform Iso 2;0;286;46.51;17;161;1;1;301;33.6;7.31;525.59;15;2351;17;461997754.2;30799850.28;24.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13443-1;ADAM9;1;Disintegrin and metalloproteinase domain-containing protein 9 isoform Iso 1;0;286;33.94;25;92;25;1;819;90.5;7.52;241.23;25;784;25;170908590.1;4168502.197;21.99
;;;;;;;;;;;;;;;;;;;;;
High;NX_P14868-1;DARS;1;Aspartate--tRNA ligase, cytoplasmic isoform Iso 1;0;285;71.86;33;149;33;1;501;57.1;6.55;390.97;33;1973;33;556675024.2;15463195.12;23.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_P41567-1;EIF1;1;Eukaryotic translation initiation factor 1 isoform Iso 1;0;285;83.19;14;78;6;1;113;12.7;7.44;185.8;12;1044;14;245291449.3;49058289.86;25.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99961-1;SH3GL1;1;Endophilin-A2 isoform Iso 1;0;285;64.4;25;109;25;1;368;41.5;5.43;295.7;21;1325;25;290739516.4;15302079.81;23.87
;;;;;;;;;;;;;;;;;;;;;
High;NX_P22694-2;PRKACB;1;cAMP-dependent protein kinase catalytic subunit beta isoform Iso 2;0;285;48.24;22;93;9;1;398;46.2;8.69;229.66;21;1076;21;294882612.3;14744130.61;23.81
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N163-1;CCAR2;1;Cell cycle and apoptosis regulator protein 2 isoform Iso 1;0;284;42.9;27;107;27;1;923;102.8;5.22;280.38;24;1243;27;298200634.7;6344694.355;22.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_P31689-1;DNAJA1;1;DnaJ homolog subfamily A member 1 isoform Iso 1;0;284;61.96;22;116;21;1;397;44.8;7.08;289.86;18;905;22;253456865.1;13339835.01;23.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_P42765-1;ACAA2;1;3-ketoacyl-CoA thiolase, mitochondrial isoform Iso 1;0;284;79.35;24;102;24;1;397;41.9;8.09;275.32;24;717;24;168294292.1;8414714.607;23
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q02878-1;RPL6;1;60S ribosomal protein L6 isoform Iso 1;0;284;59.72;26;264;26;1;288;32.7;10.58;640.18;24;3528;25;1340633719;89375581.29;26.41
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14683-1;SMC1A;1;Structural maintenance of chromosomes protein 1A isoform Iso 1;0;284;34.55;35;77;35;1;1233;143.1;7.64;160.07;32;603;34;96579856.73;1379712.239;20.4
;;;;;;;;;;;;;;;;;;;;;
High;NX_P24752-1;ACAT1;1;Acetyl-CoA acetyltransferase, mitochondrial isoform Iso 1;0;284;47.31;20;138;20;1;427;45.2;8.85;409.95;20;1318;20;462800543.2;19283355.97;24.2
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99615-1;DNAJC7;1;DnaJ homolog subfamily C member 7 isoform Iso 1;0;284;59.31;27;95;27;1;494;56.4;6.96;248.61;26;1037;26;170549161.7;5329661.303;22.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_P09622-1;DLD;1;Dihydrolipoyl dehydrogenase, mitochondrial isoform Iso 1;0;284;47.54;18;112;18;1;509;54.1;7.85;299.36;16;1893;18;357467277.4;16248512.61;23.95
;;;;;;;;;;;;;;;;;;;;;
High;NX_P50281-1;MMP14;1;Matrix metalloproteinase-14 isoform Iso 1;0;284;40.55;24;122;24;1;582;65.9;7.77;333.33;23;1412;24;473536506.6;22549357.46;24.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7Z460-1;CLASP1;1;CLIP-associating protein 1 isoform Iso 1;0;284;26.53;28;80;25;1;1538;169.3;9.03;210.67;27;911;28;89271044.56;981000.4897;19.9
;;;;;;;;;;;;;;;;;;;;;
High;NX_P30084-1;ECHS1;1;Enoyl-CoA hydratase, mitochondrial isoform Iso 1;0;284;66.9;21;144;21;1;290;31.4;8.07;459.72;21;2079;20;444093743.5;23373354.92;24.48
;;;;;;;;;;;;;;;;;;;;;
High;NX_P10155-1;TROVE2;1;60 kDa SS-A/Ro ribonucleoprotein isoform Long;0;284;57.99;26;114;26;1;538;60.6;8.03;314.87;25;1738;25;254367097.4;8771279.22;23.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IZL8-1;PELP1;1;Proline-, glutamic acid- and leucine-rich protein 1 isoform Iso 1;0;283;32.12;22;75;22;1;1130;119.6;4.34;212.35;21;1121;22;138537162.3;3958204.636;21.92
;;;;;;;;;;;;;;;;;;;;;
High;NX_P29144-1;TPP2;1;Tripeptidyl-peptidase 2 isoform Iso 1;0;283;35.47;35;83;35;1;1249;138.3;6.32;179.73;33;769;34;169179835.6;2602766.701;21.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q07960-1;ARHGAP1;1;Rho GTPase-activating protein 1 isoform Iso 1;0;283;63.78;22;113;22;1;439;50.4;6.29;307.75;21;926;22;295643674.6;12318486.44;23.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99714-1;HSD17B10;1;3-hydroxyacyl-CoA dehydrogenase type-2 isoform Iso 1;0;282;77.01;16;113;16;1;261;26.9;7.78;353.63;15;1937;16;272786867.8;19484776.27;24.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BWD1-1;ACAT2;1;Acetyl-CoA acetyltransferase, cytosolic isoform Iso 1;0;282;67.51;18;98;18;1;397;41.3;6.92;303.38;16;1253;18;291676112.2;18229757.01;24.12
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y224-1;C14orf166;1;UPF0568 protein C14orf166 isoform Iso 1;0;282;72.54;19;124;19;1;244;28.1;6.65;394.49;19;2435;19;493512970;30844560.62;24.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75962-1;TRIO;1;Triple functional domain protein isoform Iso 1;0;281;20.08;43;92;43;1;3097;346.7;6.37;219.6;40;832;39;110665218.6;768508.4622;19.55
